time,binanceXRPUSDTbidMax,binanceXRPUSDTsellMin,nicehashXRPUSDTbidMax,nicehashXRPUSDTsellMin,okxXRPUSDTXRP-USDTbidMax,okxXRPUSDTXRP-USDTsellMin,bitstampXRPUSDTbidMax,bitstampXRPUSDTsellMin,krakenXRPUSDTbidMax,krakenXRPUSDTsellMin,cryptoXRPUSDTbidMax,cryptoXRPUSDTsellMin,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:27,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:28,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:29,0.3818,0.3819,0.38127,0.38242,0.38197,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38035,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38035,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:30,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38035,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:31,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38037,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:31,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38038,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:31,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38038,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:31,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.3804,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:31,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.3804,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:31,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.3804,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:31,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.3804,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:32,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.3804,0.38058,0.3824,0.37952,0.38034,0.38003,
