time,binanceBTCUSDTbidMax,binanceBTCUSDTsellMin,nicehashBTCUSDTbidMax,nicehashBTCUSDTsellMin,okxBTCUSDTBTC-USDTbidMax,okxBTCUSDTBTC-USDTsellMin,bitstampBTCUSDTbidMax,bitstampBTCUSDTsellMin,cryptoBTCUSDTbidMax,cryptoBTCUSDTsellMin,
14 March 2023 05:39:09,24259.09,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24260.96,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24261.37,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24261.51,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24261.8,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24262.38,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24262.71,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.1,24262.73,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24260.42,24262.73,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24260.9,24262.73,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24260.9,24262.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.23,24262.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.24,24262.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.27,24262.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.27,24262.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.27,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.26,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.29,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.32,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.33,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.33,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24261.33,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.12,24262.85,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.12,24262.86,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.12,24262.65,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.12,24262.64,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.12,24262.49,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.12,24263.76,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24260.99,24263.76,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.8,24263.76,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24261.8,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24262.77,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24263.16,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24263.36,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24263.42,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24263.45,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24263.87,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24263.93,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24264,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24264.07,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24264.11,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24264.35,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24264.43,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24264.43,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24264.92,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.09,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.25,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.29,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.35,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.77,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.84,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.86,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.87,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.9,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24265.91,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.11,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.29,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.34,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.54,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.56,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.57,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.72,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.78,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24266.78,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24267.26,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.09,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.1,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.71,24269.72,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.71,24269.97,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.71,24269.68,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.71,24269.68,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.71,24269.68,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24268.71,24267.77,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24267.76,24267.77,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24267.31,24267.77,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24267.31,24267.77,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:10,24267.31,24269.61,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24269.61,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24269,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24268.57,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24268.57,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24268.53,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24268.34,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24268.34,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24267.24,24267.99,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24267.99,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24268.34,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24267.91,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24267.89,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24267.89,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24265.01,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24264.84,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24266.38,24264.83,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24265.78,24264.83,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:11,24265.35,24264.83,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
